shipment_id,order_id,carrier,tracking_no,shipped_at,delivered_at,status
2929,5811,EcomExpress,EC-0005811,2024-03-29 08:14:05,,Shipped
2930,5812,DTDC,DT-0005812,2024-06-02 17:05:24,2024-06-06 17:05:24,Delivered
2931,5813,XpressBees,XP-0005813,2024-04-11 07:58:17,,Shipped
2932,5818,XpressBees,XP-0005818,2024-01-11 17:03:08,,Shipped
2933,5819,BlueDart,BL-0005819,2024-09-16 11:54:17,2024-09-19 11:54:17,Delivered
2934,5820,EcomExpress,EC-0005820,2025-05-09 14:35:20,2025-05-11 14:35:20,Delivered
2935,5822,Delhivery,DE-0005822,2024-10-10 07:44:44,,Shipped
2936,5823,Delhivery,DE-0005823,2024-03-10 11:19:15,,Shipped
2937,5825,EcomExpress,EC-0005825,2024-02-28 20:30:15,2024-03-04 20:30:15,Delivered
2938,5828,BlueDart,BL-0005828,2024-02-14 04:00:13,,Shipped
2939,5832,EcomExpress,EC-0005832,2025-03-11 03:59:48,2025-03-13 03:59:48,Delivered
2940,5833,EcomExpress,EC-0005833,2024-09-13 17:31:22,,Shipped
2941,5834,DTDC,DT-0005834,2024-07-06 06:51:32,2024-07-07 06:51:32,Delivered
2942,5837,EcomExpress,EC-0005837,2024-11-29 02:57:58,,Shipped
2943,5838,EcomExpress,EC-0005838,2024-08-07 04:46:35,,Shipped
2944,5839,DTDC,DT-0005839,2024-07-15 15:42:48,2024-07-17 15:42:48,Delivered
2945,5840,EcomExpress,EC-0005840,2025-06-03 11:46:53,,Shipped
2946,5846,DTDC,DT-0005846,2025-07-30 18:45:40,,Shipped
2947,5847,BlueDart,BL-0005847,2025-04-06 17:36:23,,Shipped
2948,5848,Delhivery,DE-0005848,2025-08-07 14:54:53,2025-08-09 14:54:53,Delivered
2949,5850,BlueDart,BL-0005850,2025-03-07 04:31:19,2025-03-09 04:31:19,Delivered
2950,5851,DTDC,DT-0005851,2024-07-07 15:26:37,2024-07-10 15:26:37,Delivered
2951,5852,Delhivery,DE-0005852,2024-06-25 00:16:23,,Shipped
2952,5853,EcomExpress,EC-0005853,2025-06-10 03:58:55,,Shipped
2953,5856,DTDC,DT-0005856,2024-12-02 04:15:46,2024-12-03 04:15:46,Delivered
2954,5857,XpressBees,XP-0005857,2024-02-12 14:46:23,,Shipped
2955,5858,BlueDart,BL-0005858,2024-11-22 11:27:52,2024-11-25 11:27:52,Delivered
2956,5860,EcomExpress,EC-0005860,2024-08-06 12:17:51,2024-08-08 12:17:51,Delivered
2957,5863,DTDC,DT-0005863,2024-09-29 08:26:34,2024-10-01 08:26:34,Delivered
2958,5864,DTDC,DT-0005864,2024-05-26 01:48:46,2024-05-30 01:48:46,Delivered
2959,5865,BlueDart,BL-0005865,2024-03-08 13:47:08,2024-03-10 13:47:08,Delivered
2960,5866,DTDC,DT-0005866,2024-02-01 04:13:08,,Shipped
2961,5868,Delhivery,DE-0005868,2025-03-22 00:35:07,,Shipped
2962,5871,DTDC,DT-0005871,2024-01-14 01:33:11,2024-01-15 01:33:11,Delivered
2963,5873,Delhivery,DE-0005873,2024-10-21 10:19:31,,Shipped
2964,5874,Delhivery,DE-0005874,2025-07-10 22:43:59,2025-07-15 22:43:59,Delivered
2965,5878,DTDC,DT-0005878,2024-07-30 02:39:26,2024-08-04 02:39:26,Delivered
2966,5880,Delhivery,DE-0005880,2025-04-08 12:47:47,,Shipped
2967,5881,DTDC,DT-0005881,2025-07-05 11:06:52,,Shipped
2968,5884,Delhivery,DE-0005884,2024-12-28 05:01:16,2024-12-31 05:01:16,Delivered
2969,5889,EcomExpress,EC-0005889,2025-07-20 10:24:13,2025-07-24 10:24:13,Delivered
2970,5894,DTDC,DT-0005894,2024-02-20 16:52:58,,Shipped
2971,5899,Delhivery,DE-0005899,2024-08-24 01:25:39,2024-08-27 01:25:39,Delivered
2972,5900,EcomExpress,EC-0005900,2024-11-09 18:44:21,,Shipped
2973,5903,EcomExpress,EC-0005903,2024-09-01 17:50:48,2024-09-05 17:50:48,Delivered
2974,5904,BlueDart,BL-0005904,2024-04-01 15:25:11,,Shipped
2975,5905,BlueDart,BL-0005905,2024-06-02 14:47:53,,Shipped
2976,5907,XpressBees,XP-0005907,2024-12-08 09:02:14,2024-12-13 09:02:14,Delivered
2977,5910,XpressBees,XP-0005910,2024-12-06 05:34:53,2024-12-08 05:34:53,Delivered
2978,5911,DTDC,DT-0005911,2024-02-19 12:04:25,2024-02-22 12:04:25,Delivered
2979,5915,XpressBees,XP-0005915,2024-04-27 09:15:48,2024-04-30 09:15:48,Delivered
2980,5916,XpressBees,XP-0005916,2024-05-01 17:17:17,,Shipped
2981,5918,BlueDart,BL-0005918,2024-06-17 10:24:33,,Shipped
2982,5920,EcomExpress,EC-0005920,2025-03-20 10:07:19,,Shipped
2983,5921,EcomExpress,EC-0005921,2024-02-11 11:17:34,,Shipped
2984,5923,Delhivery,DE-0005923,2024-06-15 13:32:40,2024-06-19 13:32:40,Delivered
2985,5924,Delhivery,DE-0005924,2024-11-01 12:35:09,2024-11-05 12:35:09,Delivered
2986,5927,Delhivery,DE-0005927,2024-03-05 09:28:00,2024-03-10 09:28:00,Delivered
2987,5934,XpressBees,XP-0005934,2024-03-04 13:28:08,2024-03-07 13:28:08,Delivered
2988,5935,Delhivery,DE-0005935,2024-11-18 23:44:54,2024-11-23 23:44:54,Delivered
2989,5936,EcomExpress,EC-0005936,2024-06-28 03:57:08,2024-07-03 03:57:08,Delivered
2990,5937,EcomExpress,EC-0005937,2024-10-22 17:09:54,2024-10-23 17:09:54,Delivered
2991,5938,EcomExpress,EC-0005938,2025-08-12 11:08:01,2025-08-14 11:08:01,Delivered
2992,5939,DTDC,DT-0005939,2024-09-25 00:24:25,2024-09-27 00:24:25,Delivered
2993,5941,BlueDart,BL-0005941,2024-06-19 10:59:45,2024-06-23 10:59:45,Delivered
2994,5942,EcomExpress,EC-0005942,2025-07-20 17:14:08,2025-07-24 17:14:08,Delivered
2995,5946,EcomExpress,EC-0005946,2024-10-05 17:43:39,2024-10-07 17:43:39,Delivered
2996,5949,DTDC,DT-0005949,2025-04-17 12:58:11,2025-04-18 12:58:11,Delivered
2997,5951,BlueDart,BL-0005951,2024-01-07 11:39:23,2024-01-08 11:39:23,Delivered
2998,5952,EcomExpress,EC-0005952,2025-02-25 12:02:38,2025-02-26 12:02:38,Delivered
2999,5954,DTDC,DT-0005954,2024-02-28 15:31:01,,Shipped
3000,5958,BlueDart,BL-0005958,2024-07-28 22:48:36,2024-07-31 22:48:36,Delivered
3001,5962,EcomExpress,EC-0005962,2024-11-25 04:50:29,2024-11-29 04:50:29,Delivered
3002,5965,Delhivery,DE-0005965,2025-06-12 07:41:25,2025-06-14 07:41:25,Delivered
3003,5966,DTDC,DT-0005966,2025-02-15 17:38:28,,Shipped
3004,5967,BlueDart,BL-0005967,2024-01-23 20:13:29,2024-01-24 20:13:29,Delivered
3005,5968,Delhivery,DE-0005968,2024-08-20 11:17:25,2024-08-24 11:17:25,Delivered
3006,5970,Delhivery,DE-0005970,2024-05-21 11:18:17,2024-05-26 11:18:17,Delivered
3007,5971,XpressBees,XP-0005971,2025-03-18 06:26:58,2025-03-22 06:26:58,Delivered
3008,5973,BlueDart,BL-0005973,2024-12-24 09:53:18,2024-12-28 09:53:18,Delivered
3009,5974,Delhivery,DE-0005974,2025-03-30 05:18:25,,Shipped
3010,5975,BlueDart,BL-0005975,2024-08-18 20:20:57,,Shipped
3011,5977,EcomExpress,EC-0005977,2024-08-02 15:55:09,2024-08-05 15:55:09,Delivered
3012,5978,BlueDart,BL-0005978,2025-03-05 06:08:56,,Shipped
3013,5984,EcomExpress,EC-0005984,2025-02-05 13:30:10,2025-02-07 13:30:10,Delivered
3014,5986,BlueDart,BL-0005986,2024-03-21 04:42:12,2024-03-24 04:42:12,Delivered
3015,5987,Delhivery,DE-0005987,2024-11-06 19:52:13,2024-11-08 19:52:13,Delivered
3016,5990,XpressBees,XP-0005990,2025-06-08 12:02:34,2025-06-12 12:02:34,Delivered
3017,5997,BlueDart,BL-0005997,2024-02-26 13:36:30,2024-03-02 13:36:30,Delivered
3018,5999,DTDC,DT-0005999,2024-07-11 02:44:38,2024-07-15 02:44:38,Delivered
3019,6000,XpressBees,XP-0006000,2025-05-09 15:57:58,,Shipped
3020,6001,DTDC,DT-0006001,2024-03-06 04:30:48,,Shipped
3021,6005,Delhivery,DE-0006005,2024-10-20 19:33:35,2024-10-24 19:33:35,Delivered
3022,6009,XpressBees,XP-0006009,2025-07-24 15:43:24,2025-07-29 15:43:24,Delivered
3023,6020,EcomExpress,EC-0006020,2024-06-16 08:44:26,,Shipped
3024,6021,DTDC,DT-0006021,2024-09-12 04:03:56,2024-09-15 04:03:56,Delivered
3025,6025,XpressBees,XP-0006025,2025-03-22 18:19:31,2025-03-23 18:19:31,Delivered
3026,6028,EcomExpress,EC-0006028,2025-04-11 15:48:29,2025-04-12 15:48:29,Delivered
3027,6029,XpressBees,XP-0006029,2025-04-23 14:04:44,2025-04-24 14:04:44,Delivered
3028,6030,Delhivery,DE-0006030,2025-03-15 08:29:07,2025-03-20 08:29:07,Delivered
3029,6031,EcomExpress,EC-0006031,2024-05-13 09:58:26,2024-05-18 09:58:26,Delivered
3030,6033,EcomExpress,EC-0006033,2025-04-06 21:01:55,2025-04-08 21:01:55,Delivered
3031,6034,XpressBees,XP-0006034,2024-01-17 14:54:39,2024-01-22 14:54:39,Delivered
3032,6036,BlueDart,BL-0006036,2025-02-04 03:39:51,2025-02-08 03:39:51,Delivered
3033,6037,DTDC,DT-0006037,2024-01-15 07:19:57,,Shipped
3034,6038,Delhivery,DE-0006038,2025-03-16 14:30:12,2025-03-17 14:30:12,Delivered
3035,6039,XpressBees,XP-0006039,2024-04-22 02:42:23,,Shipped
3036,6042,DTDC,DT-0006042,2025-04-30 17:31:50,,Shipped
3037,6046,BlueDart,BL-0006046,2024-06-28 19:10:50,2024-07-02 19:10:50,Delivered
3038,6048,Delhivery,DE-0006048,2024-06-06 06:24:08,,Shipped
3039,6052,DTDC,DT-0006052,2024-12-27 19:59:32,2024-12-30 19:59:32,Delivered
3040,6054,XpressBees,XP-0006054,2024-01-17 04:26:47,2024-01-18 04:26:47,Delivered
3041,6055,Delhivery,DE-0006055,2024-07-30 01:24:22,,Shipped
3042,6056,DTDC,DT-0006056,2024-02-04 09:04:34,,Shipped
3043,6059,EcomExpress,EC-0006059,2025-06-15 12:29:45,2025-06-17 12:29:45,Delivered
3044,6062,BlueDart,BL-0006062,2024-07-24 13:44:33,2024-07-29 13:44:33,Delivered
3045,6066,EcomExpress,EC-0006066,2024-07-10 06:05:44,2024-07-14 06:05:44,Delivered
3046,6067,EcomExpress,EC-0006067,2024-07-27 17:24:43,,Shipped
3047,6068,DTDC,DT-0006068,2024-10-14 18:30:09,2024-10-16 18:30:09,Delivered
3048,6069,EcomExpress,EC-0006069,2025-01-25 05:21:19,,Shipped
3049,6071,BlueDart,BL-0006071,2024-03-29 21:10:40,2024-04-03 21:10:40,Delivered
3050,6073,BlueDart,BL-0006073,2024-12-30 21:08:30,2025-01-04 21:08:30,Delivered
3051,6074,XpressBees,XP-0006074,2024-10-08 23:05:02,2024-10-11 23:05:02,Delivered
3052,6075,XpressBees,XP-0006075,2024-09-30 01:38:39,,Shipped
3053,6077,DTDC,DT-0006077,2024-04-02 07:26:28,2024-04-03 07:26:28,Delivered
3054,6078,EcomExpress,EC-0006078,2024-01-18 11:56:45,2024-01-20 11:56:45,Delivered
3055,6082,XpressBees,XP-0006082,2025-08-25 05:28:33,,Shipped
3056,6083,EcomExpress,EC-0006083,2024-11-15 22:25:07,2024-11-20 22:25:07,Delivered
3057,6084,Delhivery,DE-0006084,2025-01-09 18:57:59,2025-01-11 18:57:59,Delivered
3058,6088,BlueDart,BL-0006088,2024-05-18 23:15:21,2024-05-19 23:15:21,Delivered
3059,6089,DTDC,DT-0006089,2024-02-11 19:39:55,2024-02-13 19:39:55,Delivered
3060,6090,XpressBees,XP-0006090,2024-12-08 12:26:27,2024-12-13 12:26:27,Delivered
3061,6092,Delhivery,DE-0006092,2025-08-09 21:35:17,2025-08-13 21:35:17,Delivered
3062,6093,Delhivery,DE-0006093,2025-04-13 20:58:39,2025-04-15 20:58:39,Delivered
3063,6095,DTDC,DT-0006095,2025-06-10 03:17:45,,Shipped
3064,6100,Delhivery,DE-0006100,2024-07-08 04:34:50,2024-07-10 04:34:50,Delivered
3065,6107,EcomExpress,EC-0006107,2024-02-21 03:43:27,2024-02-22 03:43:27,Delivered
3066,6111,EcomExpress,EC-0006111,2025-04-19 05:38:30,,Shipped
3067,6112,XpressBees,XP-0006112,2024-06-23 19:17:10,,Shipped
3068,6113,BlueDart,BL-0006113,2024-11-18 19:55:40,,Shipped
3069,6119,BlueDart,BL-0006119,2024-06-05 17:08:12,2024-06-09 17:08:12,Delivered
3070,6120,Delhivery,DE-0006120,2025-05-18 06:13:58,2025-05-20 06:13:58,Delivered
3071,6126,BlueDart,BL-0006126,2024-12-03 06:43:10,2024-12-08 06:43:10,Delivered
3072,6130,BlueDart,BL-0006130,2024-09-04 17:43:32,2024-09-07 17:43:32,Delivered
3073,6131,XpressBees,XP-0006131,2024-04-21 19:58:34,2024-04-24 19:58:34,Delivered
3074,6132,EcomExpress,EC-0006132,2024-01-15 10:42:33,2024-01-19 10:42:33,Delivered
3075,6133,BlueDart,BL-0006133,2024-08-25 10:49:18,2024-08-30 10:49:18,Delivered
3076,6134,XpressBees,XP-0006134,2025-07-15 18:44:00,,Shipped
3077,6135,DTDC,DT-0006135,2025-06-08 07:11:01,2025-06-11 07:11:01,Delivered
3078,6138,BlueDart,BL-0006138,2024-03-30 13:37:03,2024-04-03 13:37:03,Delivered
3079,6140,DTDC,DT-0006140,2024-10-15 07:14:06,2024-10-20 07:14:06,Delivered
3080,6141,Delhivery,DE-0006141,2025-06-06 15:26:05,,Shipped
3081,6142,Delhivery,DE-0006142,2024-04-20 06:19:53,2024-04-24 06:19:53,Delivered
3082,6149,Delhivery,DE-0006149,2024-02-28 11:53:41,,Shipped
3083,6154,BlueDart,BL-0006154,2025-03-22 10:33:47,2025-03-26 10:33:47,Delivered
3084,6155,Delhivery,DE-0006155,2025-02-24 12:44:25,2025-02-26 12:44:25,Delivered
3085,6157,XpressBees,XP-0006157,2025-06-16 00:20:33,2025-06-20 00:20:33,Delivered
3086,6158,XpressBees,XP-0006158,2024-12-15 20:01:34,,Shipped
3087,6160,DTDC,DT-0006160,2024-11-23 05:25:33,,Shipped
3088,6164,BlueDart,BL-0006164,2025-04-05 04:53:58,2025-04-06 04:53:58,Delivered
3089,6166,XpressBees,XP-0006166,2024-08-12 17:10:08,2024-08-14 17:10:08,Delivered
3090,6169,Delhivery,DE-0006169,2024-03-30 20:23:49,2024-04-01 20:23:49,Delivered
3091,6171,DTDC,DT-0006171,2025-05-30 22:57:05,,Shipped
3092,6172,EcomExpress,EC-0006172,2025-03-24 23:32:34,,Shipped
3093,6174,DTDC,DT-0006174,2024-02-11 09:35:18,2024-02-12 09:35:18,Delivered
3094,6175,XpressBees,XP-0006175,2025-06-18 09:24:43,2025-06-21 09:24:43,Delivered
3095,6176,BlueDart,BL-0006176,2025-02-05 13:44:15,,Shipped
3096,6178,Delhivery,DE-0006178,2024-05-11 11:52:13,,Shipped
3097,6179,EcomExpress,EC-0006179,2024-10-24 12:35:32,,Shipped
3098,6182,EcomExpress,EC-0006182,2024-10-22 10:54:55,2024-10-26 10:54:55,Delivered
3099,6183,DTDC,DT-0006183,2025-04-13 00:17:05,,Shipped
3100,6184,EcomExpress,EC-0006184,2024-10-12 06:39:52,2024-10-16 06:39:52,Delivered
3101,6185,DTDC,DT-0006185,2025-05-07 15:30:20,,Shipped
3102,6186,Delhivery,DE-0006186,2024-06-01 15:36:07,2024-06-06 15:36:07,Delivered
3103,6191,EcomExpress,EC-0006191,2025-02-24 16:57:43,,Shipped
3104,6192,Delhivery,DE-0006192,2024-10-08 17:20:10,2024-10-10 17:20:10,Delivered
3105,6198,BlueDart,BL-0006198,2025-06-06 23:06:03,2025-06-08 23:06:03,Delivered
3106,6201,XpressBees,XP-0006201,2025-01-04 22:03:11,2025-01-08 22:03:11,Delivered
3107,6207,DTDC,DT-0006207,2025-07-12 18:47:55,,Shipped
3108,6208,BlueDart,BL-0006208,2024-05-05 12:04:37,2024-05-06 12:04:37,Delivered
3109,6210,XpressBees,XP-0006210,2024-11-06 17:10:50,,Shipped
3110,6216,Delhivery,DE-0006216,2025-02-07 23:49:11,,Shipped
3111,6219,BlueDart,BL-0006219,2024-07-23 23:34:50,,Shipped
3112,6220,EcomExpress,EC-0006220,2024-10-01 19:21:48,2024-10-04 19:21:48,Delivered
3113,6223,Delhivery,DE-0006223,2024-02-15 18:27:16,2024-02-16 18:27:16,Delivered
3114,6226,DTDC,DT-0006226,2024-07-16 00:37:26,,Shipped
3115,6231,BlueDart,BL-0006231,2024-08-13 07:46:32,2024-08-16 07:46:32,Delivered
3116,6234,Delhivery,DE-0006234,2025-03-22 01:20:51,,Shipped
3117,6237,DTDC,DT-0006237,2024-08-02 09:47:18,,Shipped
3118,6239,DTDC,DT-0006239,2025-03-18 12:53:05,2025-03-20 12:53:05,Delivered
3119,6240,EcomExpress,EC-0006240,2024-03-08 04:25:45,2024-03-12 04:25:45,Delivered
3120,6242,BlueDart,BL-0006242,2024-09-22 13:25:29,,Shipped
3121,6247,DTDC,DT-0006247,2024-08-30 17:07:15,2024-09-04 17:07:15,Delivered
3122,6249,XpressBees,XP-0006249,2025-08-09 13:53:24,2025-08-14 13:53:24,Delivered
3123,6251,XpressBees,XP-0006251,2024-05-30 10:31:47,2024-06-03 10:31:47,Delivered
3124,6252,Delhivery,DE-0006252,2025-01-24 17:52:54,2025-01-28 17:52:54,Delivered
3125,6253,BlueDart,BL-0006253,2024-02-01 22:01:44,,Shipped
3126,6255,XpressBees,XP-0006255,2024-11-21 22:20:23,,Shipped
3127,6257,DTDC,DT-0006257,2024-11-18 14:01:29,2024-11-19 14:01:29,Delivered
3128,6260,XpressBees,XP-0006260,2024-04-23 17:00:49,,Shipped
3129,6262,Delhivery,DE-0006262,2025-04-11 06:40:31,2025-04-16 06:40:31,Delivered
3130,6263,BlueDart,BL-0006263,2024-12-07 12:39:54,,Shipped
3131,6266,Delhivery,DE-0006266,2025-01-19 07:58:30,2025-01-20 07:58:30,Delivered
3132,6268,Delhivery,DE-0006268,2024-04-29 20:35:37,2024-04-30 20:35:37,Delivered
3133,6269,DTDC,DT-0006269,2024-03-22 09:56:21,2024-03-24 09:56:21,Delivered
3134,6270,Delhivery,DE-0006270,2024-05-17 13:44:32,,Shipped
3135,6271,DTDC,DT-0006271,2024-07-26 03:24:30,2024-07-31 03:24:30,Delivered
3136,6272,BlueDart,BL-0006272,2025-03-16 17:02:03,,Shipped
3137,6274,BlueDart,BL-0006274,2024-10-30 04:38:40,2024-11-02 04:38:40,Delivered
3138,6275,XpressBees,XP-0006275,2025-04-01 01:16:14,2025-04-05 01:16:14,Delivered
3139,6276,DTDC,DT-0006276,2024-12-08 00:12:52,,Shipped
3140,6280,DTDC,DT-0006280,2025-07-21 15:24:59,2025-07-26 15:24:59,Delivered
3141,6285,DTDC,DT-0006285,2024-03-07 05:53:23,,Shipped
3142,6286,BlueDart,BL-0006286,2024-02-11 23:11:21,2024-02-12 23:11:21,Delivered
3143,6288,EcomExpress,EC-0006288,2024-10-04 02:10:45,,Shipped
3144,6289,BlueDart,BL-0006289,2024-03-11 04:23:26,,Shipped
3145,6290,DTDC,DT-0006290,2024-01-08 10:07:15,,Shipped
3146,6296,DTDC,DT-0006296,2025-08-04 10:15:58,2025-08-06 10:15:58,Delivered
3147,6297,EcomExpress,EC-0006297,2024-02-16 01:09:57,,Shipped
3148,6298,BlueDart,BL-0006298,2025-05-19 04:39:05,2025-05-21 04:39:05,Delivered
3149,6299,XpressBees,XP-0006299,2024-10-13 00:17:33,,Shipped
3150,6300,BlueDart,BL-0006300,2024-02-19 10:12:25,,Shipped
3151,6303,EcomExpress,EC-0006303,2024-03-30 19:12:26,2024-03-31 19:12:26,Delivered
3152,6305,EcomExpress,EC-0006305,2025-07-09 17:54:01,,Shipped
3153,6306,DTDC,DT-0006306,2025-01-15 17:30:22,2025-01-18 17:30:22,Delivered
3154,6308,BlueDart,BL-0006308,2024-04-29 03:58:10,2024-05-01 03:58:10,Delivered
3155,6309,BlueDart,BL-0006309,2024-03-10 08:00:05,,Shipped
3156,6311,DTDC,DT-0006311,2024-04-21 03:46:11,,Shipped
3157,6312,BlueDart,BL-0006312,2025-08-10 08:48:24,,Shipped
3158,6314,EcomExpress,EC-0006314,2024-03-17 19:25:50,,Shipped
3159,6319,Delhivery,DE-0006319,2024-10-03 10:38:26,2024-10-05 10:38:26,Delivered
3160,6325,Delhivery,DE-0006325,2024-08-17 15:28:22,2024-08-22 15:28:22,Delivered
3161,6326,BlueDart,BL-0006326,2025-07-29 10:59:41,2025-08-03 10:59:41,Delivered
3162,6331,DTDC,DT-0006331,2024-04-01 09:22:07,,Shipped
3163,6333,Delhivery,DE-0006333,2024-04-09 12:48:35,2024-04-11 12:48:35,Delivered
3164,6334,EcomExpress,EC-0006334,2024-01-28 09:41:31,2024-02-02 09:41:31,Delivered
3165,6335,DTDC,DT-0006335,2025-02-07 09:11:48,2025-02-12 09:11:48,Delivered
3166,6336,Delhivery,DE-0006336,2024-07-31 00:03:56,2024-08-05 00:03:56,Delivered
3167,6338,EcomExpress,EC-0006338,2024-01-04 18:22:23,2024-01-06 18:22:23,Delivered
3168,6340,BlueDart,BL-0006340,2025-07-08 18:22:40,2025-07-11 18:22:40,Delivered
3169,6342,DTDC,DT-0006342,2024-11-14 18:12:10,2024-11-17 18:12:10,Delivered
3170,6343,EcomExpress,EC-0006343,2025-08-31 05:33:00,,Shipped
3171,6344,EcomExpress,EC-0006344,2024-01-22 21:24:00,2024-01-27 21:24:00,Delivered
3172,6345,EcomExpress,EC-0006345,2024-08-26 06:59:10,2024-08-27 06:59:10,Delivered
3173,6346,Delhivery,DE-0006346,2024-05-16 23:49:16,,Shipped
3174,6347,EcomExpress,EC-0006347,2025-05-16 03:22:31,2025-05-19 03:22:31,Delivered
3175,6349,Delhivery,DE-0006349,2024-02-28 20:49:02,2024-03-04 20:49:02,Delivered
3176,6350,DTDC,DT-0006350,2024-04-09 13:19:08,2024-04-10 13:19:08,Delivered
3177,6358,DTDC,DT-0006358,2024-11-17 10:43:37,,Shipped
3178,6359,XpressBees,XP-0006359,2024-07-07 12:18:52,2024-07-10 12:18:52,Delivered
3179,6360,EcomExpress,EC-0006360,2024-01-08 22:21:23,2024-01-12 22:21:23,Delivered
3180,6362,XpressBees,XP-0006362,2024-09-02 06:52:53,,Shipped
3181,6364,XpressBees,XP-0006364,2025-02-08 14:02:28,,Shipped
3182,6366,Delhivery,DE-0006366,2024-06-16 00:54:43,,Shipped
3183,6371,EcomExpress,EC-0006371,2024-06-01 19:59:32,2024-06-03 19:59:32,Delivered
3184,6372,BlueDart,BL-0006372,2025-07-27 10:42:02,,Shipped
3185,6373,Delhivery,DE-0006373,2025-04-26 15:41:17,2025-04-30 15:41:17,Delivered
3186,6377,DTDC,DT-0006377,2025-01-13 04:03:18,2025-01-16 04:03:18,Delivered
3187,6378,XpressBees,XP-0006378,2024-11-24 20:36:35,2024-11-25 20:36:35,Delivered
3188,6379,DTDC,DT-0006379,2025-01-30 09:46:41,2025-02-02 09:46:41,Delivered
3189,6381,EcomExpress,EC-0006381,2024-02-22 04:12:24,,Shipped
3190,6382,BlueDart,BL-0006382,2024-02-29 09:06:48,,Shipped
3191,6385,DTDC,DT-0006385,2024-10-13 00:13:23,2024-10-16 00:13:23,Delivered
3192,6389,DTDC,DT-0006389,2024-10-28 12:03:06,2024-10-29 12:03:06,Delivered
3193,6393,DTDC,DT-0006393,2024-07-08 09:52:13,2024-07-10 09:52:13,Delivered
3194,6394,BlueDart,BL-0006394,2025-05-07 13:45:03,,Shipped
3195,6395,DTDC,DT-0006395,2024-07-09 23:33:13,2024-07-12 23:33:13,Delivered
3196,6396,EcomExpress,EC-0006396,2024-10-25 20:22:35,2024-10-28 20:22:35,Delivered
3197,6398,XpressBees,XP-0006398,2024-12-15 06:19:59,,Shipped
3198,6399,XpressBees,XP-0006399,2024-02-11 23:10:13,2024-02-12 23:10:13,Delivered
3199,6400,DTDC,DT-0006400,2024-06-12 07:52:39,2024-06-15 07:52:39,Delivered
3200,6402,XpressBees,XP-0006402,2025-06-04 16:48:34,2025-06-09 16:48:34,Delivered
3201,6403,XpressBees,XP-0006403,2024-05-05 23:22:31,2024-05-09 23:22:31,Delivered
3202,6406,EcomExpress,EC-0006406,2024-08-17 03:03:15,2024-08-20 03:03:15,Delivered
3203,6407,XpressBees,XP-0006407,2025-05-11 01:10:50,2025-05-14 01:10:50,Delivered
3204,6409,XpressBees,XP-0006409,2025-06-09 13:45:44,,Shipped
3205,6410,XpressBees,XP-0006410,2025-08-22 13:21:27,2025-08-27 13:21:27,Delivered
3206,6414,BlueDart,BL-0006414,2024-07-08 01:58:01,2024-07-11 01:58:01,Delivered
3207,6415,Delhivery,DE-0006415,2024-07-10 22:57:35,,Shipped
3208,6417,Delhivery,DE-0006417,2025-07-10 20:48:01,2025-07-11 20:48:01,Delivered
3209,6420,BlueDart,BL-0006420,2024-11-24 07:40:16,2024-11-25 07:40:16,Delivered
3210,6422,DTDC,DT-0006422,2025-03-07 05:24:31,2025-03-12 05:24:31,Delivered
3211,6423,XpressBees,XP-0006423,2025-04-08 05:57:03,,Shipped
3212,6425,Delhivery,DE-0006425,2024-05-29 16:47:11,,Shipped
3213,6432,DTDC,DT-0006432,2024-05-10 17:31:29,,Shipped
3214,6433,BlueDart,BL-0006433,2025-05-10 16:21:57,2025-05-11 16:21:57,Delivered
3215,6435,XpressBees,XP-0006435,2024-10-07 00:39:22,,Shipped
3216,6436,EcomExpress,EC-0006436,2024-09-18 07:40:53,,Shipped
3217,6437,EcomExpress,EC-0006437,2024-06-30 20:37:44,2024-07-01 20:37:44,Delivered
3218,6438,XpressBees,XP-0006438,2025-03-18 15:24:19,,Shipped
3219,6439,XpressBees,XP-0006439,2025-06-13 09:44:03,2025-06-18 09:44:03,Delivered
3220,6440,DTDC,DT-0006440,2024-12-14 20:38:36,2024-12-15 20:38:36,Delivered
3221,6441,EcomExpress,EC-0006441,2025-07-16 16:48:42,2025-07-21 16:48:42,Delivered
3222,6443,DTDC,DT-0006443,2025-05-12 21:34:36,2025-05-13 21:34:36,Delivered
3223,6445,Delhivery,DE-0006445,2025-05-23 17:48:15,2025-05-27 17:48:15,Delivered
3224,6446,DTDC,DT-0006446,2024-05-07 11:28:45,2024-05-10 11:28:45,Delivered
3225,6448,XpressBees,XP-0006448,2025-04-21 18:41:21,2025-04-25 18:41:21,Delivered
3226,6449,BlueDart,BL-0006449,2025-02-21 07:48:14,,Shipped
3227,6452,XpressBees,XP-0006452,2025-01-24 06:25:49,2025-01-27 06:25:49,Delivered
3228,6453,Delhivery,DE-0006453,2024-04-20 22:58:01,,Shipped
3229,6454,BlueDart,BL-0006454,2025-08-10 04:18:15,,Shipped
3230,6455,EcomExpress,EC-0006455,2025-04-30 05:47:21,2025-05-04 05:47:21,Delivered
3231,6456,XpressBees,XP-0006456,2024-01-11 01:44:27,2024-01-14 01:44:27,Delivered
3232,6457,Delhivery,DE-0006457,2024-02-02 19:31:49,2024-02-03 19:31:49,Delivered
3233,6459,XpressBees,XP-0006459,2025-05-28 06:01:50,,Shipped
3234,6461,DTDC,DT-0006461,2024-01-21 07:16:54,2024-01-24 07:16:54,Delivered
